Name,University,Course,Year,Season,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,Undergrad_score_Metric,work_ex (Months)
Ankeet1406,University of Florida,Management Information System,2018,Fall,Admit,326,TOEFL,111,0.6,%,42
sheetu,University of Florida,Management Information System,2018,Fall,Admit,305,TOEFL,107,8,CGPA,18
mohitghodake,University of Florida,Management Information System,2018,Fall,Admit,311,TOEFL,98,7.31,CGPA,25
saswata,University of Florida,Management Information System,2018,Fall,Admit,309,TOEFL,100,8.61,CGPA,39
sajan bang,University of Florida,Management Information System,2018,Fall,Admit,304,TOEFL,92,7.2,CGPA,16
mocoloco,University of Florida,Management Information System,2018,Fall,Admit,302,TOEFL,107,8.25,CGPA,13
JayPatel8394,University of Florida,Management Information System,2018,Fall,Admit,297,TOEFL,99,0.56,%,24
sanjivani06,University of Florida,Management Information System,2018,Fall,Admit,309,TOEFL,107,8.21,CGPA,14
gauriyewale,University of Florida,Management Information System,2018,Fall,Admit,312,TOEFL,105,0.65,%,18
somguria,University of Florida,Management Information System,2018,Fall,Admit,302,IELTS,7,8.4,CGPA,41
briggs,University of Florida,Management Information System,2018,Fall,Admit,306,TOEFL,104,7.16,CGPA,18
ameyshetye,University of Florida,Management Information System,2011,Fall,Admit,320,TOEFL,111,0.59,%,0
shivamgta,University of Florida,Management Information System,2017,Fall,Admit,309,TOEFL,95,0.68,%,23
Amandabritto,University of Florida,Management Information System,2017,Fall,Admit,303,TOEFL,106,7.54,CGPA,0
WayneManchester,University of Florida,Management Information System,2017,Fall,Admit,320,TOEFL,108,0.65,%,20
aman2790,University of Florida,Management Information System,2017,Fall,Admit,302,TOEFL,96,0.62,%,48
Pankaj Kumar,University of Florida,Management Information System,2017,Fall,Admit,308,TOEFL,97,8.25,CGPA,41
Vaishnavij,University of Florida,Management Information System,2018,Fall,Reject,302,IELTS,7,7.85,CGPA,0
shimon,University of Florida,Management Information System,2018,Fall,Reject,292,TOEFL,117,6.41,CGPA,5
tanvi-jain,University of Florida,Management Information System,2018,Fall,Reject,315,TOEFL,96,7.09,CGPA,25
aditisinghv,University of Florida,Management Information System,2018,Fall,Reject,316,TOEFL,112,6.86,CGPA,5
vinnysai,University of Florida,Management Information System,2018,Fall,Reject,330,TOEFL,110,8.4,CGPA,30
sadvani,University of Florida,Management Information System,2018,Fall,Reject,290,TOEFL,97,0.55,%,30
Bhagi,University of Florida,Management Information System,2018,Spring,Reject,311,TOEFL,98,0.57,%,0
Menita ,University of Florida,Management Information System,2017,Fall,Reject,303,TOEFL,101,8.91,CGPA,11
amansharma94,University of Florida,Management Information System,2017,Fall,Reject,311,TOEFL,112,0.59,%,0
samuelcs123,University of Florida,Management Information System,2017,Fall,Reject,301,TOEFL,108,0.66,%,24
Deeptigm01,University of Florida,Management Information System,2017,Fall,Reject,313,TOEFL,109,8.34,CGPA,3
sammy2005,University of Florida,Management Information System,2017,Spring,Reject,305,TOEFL,97,0.7,%,26
sreevatsan1991,University of Florida,Management Information System,2016,Fall,Reject,305,TOEFL,90,0.65,%,31
praneshr,University of Florida,Management Information System,2016,Fall,Reject,315,TOEFL,104,7.32,CGPA,13
anpannu,University of Florida,Management Information System,2016,Fall,Reject,298,TOEFL,80,0.71,%,34
pav1993,University of Florida,Management Information System,2019,Fall,Interested,310,TOEFL,0,8.98,CGPA,35
ShubhamCfc,University of Florida,Management Information System,2019,Spring,Interested,302,TOEFL,98,0.73,%,40
kratikasainferno,University of Florida,Management Information System,2019,Spring,Interested,306,TOEFL,102,0.65,%,26
vivekku9944,University of Florida,Management Information System,2018,Fall,Interested,293,TOEFL,82,0.55,%,22
priyabalaji,University of Florida,Management Information System,2019,Fall,Interested, ,IELTS,7.5,7.35,CGPA,0
koken,University of Florida,Management Information System,2019,Spring,Interested,302,IELTS,7,6.97,CGPA,60
teja129,University of Florida,Management Information System,2019,Spring,Interested,296,TOEFL,90,0.64,%,0
sidd1694,University of Florida,Management Information System,2019,Spring,Interested,316,IELTS,7.5,0.7,%,28
MVPAVANKUMARREDDY,University of Florida,Management Information System,2019,Spring,Interested,290,IELTS,7,0.76,%,8
Rohan0901,University of Illinois at Chicago,Management Information System,2019,Spring,Applied,308,TOEFL,92,0.63,%,60
ShubhamCfc,University of Illinois at Chicago,Management Information System,2019,Spring,Applied,302,TOEFL,98,0.73,%,40
Animesh1990,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,329,TOEFL,114,7.2,CGPA,51
harsu,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,309,TOEFL,93,7.3,CGPA,0
ChaitanyaMag,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,303,TOEFL,97,7,CGPA,16
Aakash6993,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,318,TOEFL,102,0.67,%,32
Tanya13,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,315,TOEFL,112,8.24,CGPA,1
Kiah-kol,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,322,TOEFL,107,0.74,%,28
adipareshshah,University of Illinois at Chicago,Management Information System,2018,Fall,Applied, ,TOEFL,113,0.74,%,60
chaitali922,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,308,TOEFL,101,7.79,CGPA,16
AnushaShankarPutta,University of Illinois at Chicago,Management Information System,2018,Spring,Applied,314,TOEFL,99,0.82,%,55
Sohini014,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,313,TOEFL,100,0.65,%,12
nameeta,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,316,IELTS,8,8.87,CGPA,18
Shweta sathisan ,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,307,TOEFL,107,6.75,CGPA,0
Asg1995,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,306,TOEFL,96,8.2,CGPA,0
Kalyani khedkar,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,302,TOEFL,93,7.79,CGPA,30
aditichawla,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,304,IELTS,7,0.79,%,30
Amodoi,University of Illinois at Chicago,Management Information System,2018,Fall,Applied,307,TOEFL,99,0.67,%,16
ashwin123456,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,304,TOEFL,85,0.75,%,24
nidhisa1989,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,306,TOEFL,96,0.73,%,60
Jaiwant,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,301,TOEFL,93,0.84,%,20
AmbarD,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,310,IELTS,7,0.71,%,27
pmesh,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,320,TOEFL,117,0.59,%,30
aditi04upreti,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,306,TOEFL,104,7.5,CGPA,34
gt,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,303,TOEFL,99,0.62,%,58
dio,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,309,TOEFL,94,6.45,CGPA,13
Rajmanya ,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,309,TOEFL,107,5.4,CGPA,0
Aditya-Manmode,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,304,TOEFL,88,0.64,%,47
hrgupta,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,310,TOEFL,107,7.39,CGPA,14
appoo08,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,312,TOEFL,96,6.99,CGPA,9
Balvaishwer,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,313,TOEFL,0,0.84,%,24
Skywalker95,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,317,TOEFL,101,0.67,%,18
rmanek,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,310,TOEFL,96,0.56,%,36
Patty1993,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,305,TOEFL,109,0.65,%,29
tarunreddy7,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,315,TOEFL,104,6.97,CGPA,18
Kripesh,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,304,TOEFL,96,7.87,CGPA,12
sankyv4,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,312,IELTS,7,7.56,CGPA,20
ALI52,University of Illinois at Chicago,Management Information System,2018,Fall,Admit,309,TOEFL,0,6.03,CGPA,28
arpita103,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,300,TOEFL,93,0.69,%,82
shruti7,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,303,TOEFL,91,7.7,CGPA,1
Ajit-Kumar,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,303,TOEFL,81,0.75,%,37
Harshini Jadav,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,291,TOEFL,85,0.74,%,41
shreeya17,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,300,TOEFL,92,0.72,%,44
SrikanthReddy1993,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,297,TOEFL,90,8.9,CGPA,26
Ajay94,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,302,TOEFL,86,0.65,%,27
HardikSoni,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,296,TOEFL,93,0.64,%,64
parthpate,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,303,TOEFL,98,7.2,CGPA,0
viky94,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,301,TOEFL,84,7.67,CGPA,50
Aishwarya S,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,300,TOEFL,88,8.18,CGPA,24
deep3096,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,301,TOEFL,0,7.13,CGPA,0
Ha008,University of Illinois at Chicago,Management Information System,2017,Fall,Reject,305,TOEFL,94,6.66,CGPA,2
pawand23,University of Illinois at Chicago,Management Information System,2018,Spring,Reject,301,TOEFL,89,0.6,%,48
Bhagi,University of Illinois at Chicago,Management Information System,2018,Spring,Reject,311,TOEFL,98,0.57,%,0
gaurav2730,University of Illinois at Chicago,Management Information System,2018,Fall,Reject,304,TOEFL,97,0.72,%,46
pradnyachavan,University of Illinois at Chicago,Management Information System,2012,Fall,Reject,310,TOEFL,94,0.54,%,0
neelnath,University of Illinois at Chicago,Management Information System,2017,Fall,Reject,309,TOEFL,94,0.54,%,6
arjunmudumbi,University of Illinois at Chicago,Management Information System,2017,Fall,Reject,309,TOEFL,92,7.7,CGPA,0
MeghaPN,University of Illinois at Chicago,Management Information System,2019,Spring,Interested,303,TOEFL,95,0.75,%,20
pav1993,University of Illinois at Chicago,Management Information System,2019,Fall,Interested,310,TOEFL,0,8.98,CGPA,35
vivekku9944,University of Illinois at Chicago,Management Information System,2018,Fall,Interested,293,TOEFL,82,0.55,%,22
ManeeshMettu,University of Illinois at Chicago,Management Information System,2019,Fall,Interested,315,TOEFL,112,8.3,CGPA,12
SakshiMsUs,University of Illinois at Chicago,Management Information System,2018,Spring,Interested,304,TOEFL,95,0.67,%,35
prisias,University of Illinois at Chicago,Management Information System,2019,Spring,Interested,291,IELTS,7,6.7,CGPA,9
Denzel,University of Illinois at Chicago,Management Information System,2019,Spring,Interested,322,TOEFL,113,6.8,CGPA,30
CSNinja,University of Illinois at Chicago,Management Information System,2019,Spring,Interested, ,TOEFL,92,0.8,%,60
Seemanthini ,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,301,TOEFL,0,8.4,CGPA,29
Giridhar312,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,311,IELTS,7,7.74,CGPA,25
latikawadhwa,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,308,TOEFL,106,8.42,CGPA,9
frey_b,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,300,TOEFL,103,9,CGPA,30
ChaitanyaMag,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,303,TOEFL,97,7,CGPA,16
KoSanjana,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,305,TOEFL,109,0.86,%,25
Aakash6993,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,318,TOEFL,102,0.67,%,32
adipareshshah,"University of Maryland, College Park",Management Information System,2018,Fall,Applied, ,TOEFL,113,0.74,%,60
rohanmanatkar,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,318,TOEFL,108,6.54,CGPA,5
Devash,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,305,TOEFL,100,9,CGPA,43
Sukrit07,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,324,TOEFL,109,6.2,CGPA,40
ajin22,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,322,TOEFL,114,0.64,%,29
darshisheth,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,307,TOEFL,105,8.02,CGPA,0
Shivapriyak,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,317,TOEFL,103,0.79,%,60
varunz,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,313,TOEFL,101,0.8,%,48
Devansh1205,"University of Maryland, College Park",Management Information System,2018,Fall,Applied,310,TOEFL,98,6.51,CGPA,6
LeharA,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,310,TOEFL,106,0.76,%,42
nishanth10,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,306,TOEFL,94,7.6,CGPA,35
hrgupta,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,310,TOEFL,107,7.39,CGPA,14
ParthMehta,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,314,TOEFL,106,9.15,CGPA,0
KrithikaCT,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,301,TOEFL,0,0.8,%,60
Balvaishwer,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,313,TOEFL,0,0.84,%,24
Skywalker95,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,317,TOEFL,101,0.67,%,18
mohitghodake,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,311,TOEFL,98,7.31,CGPA,25
ohm,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,313,TOEFL,104,6.5,CGPA,1
rupam3,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,312,TOEFL,98,7.07,CGPA,14
four123,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,315,TOEFL,0,6.93,CGPA,2
ratnesh,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,315,TOEFL,108,0.83,%,8
Saintblood9,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,317,TOEFL,104,0.75,%,35
Vedang07,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,317,TOEFL,108,8.2,CGPA,0
Samra ,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,316,TOEFL,112,8.48,CGPA,21
gauriyewale,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,312,TOEFL,105,0.65,%,18
ritika101,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,307,TOEFL,105,0.72,%,54
anshul0414,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,316,TOEFL,103,0.81,%,13
Harsh237,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,310,TOEFL,95,7,CGPA,6
kushalwalia,"University of Maryland, College Park",Management Information System,2018,Fall,Admit,315,TOEFL,0,0.7,%,0
AkshayBagde,"University of Maryland, College Park",Management Information System,2018,Fall,Reject,307,TOEFL,108,0.75,%,0
thegauravsalvi123,"University of Maryland, College Park",Management Information System,2018,Fall,Reject,318,TOEFL,104,6.4,CGPA,15
Setu04,"University of Maryland, College Park",Management Information System,2018,Fall,Reject,308,TOEFL,102,7.09,CGPA,0
Kripesh,"University of Maryland, College Park",Management Information System,2018,Fall,Reject,304,TOEFL,96,7.87,CGPA,12
----------,"University of Maryland, College Park",Management Information System,2018,Fall,Reject, ,TOEFL,102,8.87,CGPA,30
sreenidhi ,"University of Maryland, College Park",Management Information System,2018,Spring,Reject,304,TOEFL,112,8.25,CGPA,0
Proshonjit,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,313,TOEFL,112,0.55,%,43
shivamgta,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,309,TOEFL,95,0.68,%,23
rutuldesai,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,313,TOEFL,102,6.68,CGPA,16
harshsukhi,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,309,TOEFL,99,0.66,%,30
Harshada B,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,307,TOEFL,100,0.63,%,48
Tushar MJ,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,311,TOEFL,96,0.8,%,27
druvika,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,303,TOEFL,91,0.66,%,35
goodrajat,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,311,TOEFL,98,8.84,CGPA,27
ApoorvaA,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,312,TOEFL,97,0.67,%,18
Ishita1302,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,309,TOEFL,88,7.69,CGPA,16
sumitpratap,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,314,TOEFL,100,0.69,%,61
adi.sandbox,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,307,TOEFL,100,0.67,%,53
tanu.shetty14,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,305,TOEFL,109,0.65,%,18
rushabhmeht,"University of Maryland, College Park",Management Information System,2017,Fall,Reject,314,TOEFL,104,0.58,%,53
MeghaPN,"University of Maryland, College Park",Management Information System,2019,Spring,Interested,303,TOEFL,95,0.75,%,20
Orpheus4256,"University of Maryland, College Park",Management Information System,2019,Fall,Interested,310,TOEFL,106,7.92,CGPA,35
aastha1897,"University of Maryland, College Park",Management Information System,2019,Spring,Interested,312,IELTS,7.5,7.9,CGPA,0
Abhiggg,"University of Maryland, College Park",Management Information System,2018,Fall,Interested,314,TOEFL,100,8.5,CGPA,15
priyabalaji,"University of Maryland, College Park",Management Information System,2019,Fall,Interested, ,IELTS,7.5,7.35,CGPA,0
Sujesh,"University of Maryland, College Park",Management Information System,2019,Fall,Interested,321,TOEFL,114,7.58,CGPA,38
Rahul33,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,304,IELTS,7.5,0.63,%,4
Shubhi20,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,309,IELTS,7.5,9.24,CGPA,40
vismita,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,302,TOEFL,98,0.65,%,29
Abhijeet94,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,308,TOEFL,90,8.26,CGPA,15
SagarVasaikar,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,299,TOEFL,88,7.95,CGPA,5
Kalyani khedkar,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,302,TOEFL,93,7.79,CGPA,30
sakshi22,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,304,TOEFL,111,0.7,%,12
Pratik Kadi,University of North Carolina at Charlotte,Management Information System,2018,Fall,Applied,302,TOEFL,81,0.57,%,42
Koustubh7,University of North Carolina at Charlotte,Management Information System,2018,Spring,Applied,287,IELTS,7,0.74,%,32
nidhiiii,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,292,TOEFL,92,0.64,%,0
dee051,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,297,TOEFL,97,0.53,%,0
mhhaji,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,304,TOEFL,104,5.8,CGPA,0
sahsha,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,304,TOEFL,93,0.78,%,60
KaushalKC,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,301,TOEFL,96,7.44,CGPA,0
shubhamanjankar,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,305,TOEFL,97,6.23,CGPA,4
Rony ,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,303,TOEFL,85,6.26,CGPA,0
trishell,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,294,TOEFL,93,6.5,CGPA,2
RPS,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,299,TOEFL,95,0.64,%,42
pallovei,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,299,TOEFL,92,0.58,%,12
hranjan,University of North Carolina at Charlotte,Management Information System,2017,Fall,Applied,306,TOEFL,97,8.07,CGPA,26
shubhm,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,307,TOEFL,0,0.74,%,15
rmanek,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,310,TOEFL,96,0.56,%,36
Disha0701,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,308,TOEFL,84,0.69,%,43
Prernsha,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,297,TOEFL,94,8.5,CGPA,27
Nayana1103,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,298,TOEFL,91,0.69,%,26
sreekanth1994,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,299,IELTS,0,8.1,CGPA,30
Shweth94,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,310,TOEFL,90,0.71,%,6
neetipopat,University of North Carolina at Charlotte,Management Information System,2014,Fall,Admit,306,TOEFL,96,0.62,%,15
naqi2695,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,303,TOEFL,95,6.9,CGPA,12
chinniko,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,301,IELTS,7,0.84,%,50
Nishant1511,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit, ,TOEFL,89,0.66,%,30
varaddesai,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,305,TOEFL,95,0.67,%,10
zora,University of North Carolina at Charlotte,Management Information System,2018,Spring,Admit,302,IELTS,7,0.59,%,13
Vishwa133,University of North Carolina at Charlotte,Management Information System,2018,Spring,Admit,310,TOEFL,111,0.56,%,28
ramy,University of North Carolina at Charlotte,Management Information System,2018,Spring,Admit,305,TOEFL,98,8.35,CGPA,19
deepamk,University of North Carolina at Charlotte,Management Information System,2018,Spring,Admit,300,TOEFL,107,0.55,%,10
saswata,University of North Carolina at Charlotte,Management Information System,2018,Fall,Admit,309,TOEFL,100,8.61,CGPA,39
ReemaM,University of North Carolina at Charlotte,Management Information System,2018,Fall,Reject,291,IELTS,6.5,0.67,%,27
saloni9495,University of North Carolina at Charlotte,Management Information System,2018,Fall,Reject, ,IELTS,6.5,7.11,CGPA,0
gursimran18,University of North Carolina at Charlotte,Management Information System,2018,Fall,Reject,293,IELTS,6.5,7.69,CGPA,17
Dipti92,University of North Carolina at Charlotte,Management Information System,2018,Fall,Reject,301,TOEFL,88,8.6,CGPA,55
dakshgupta,University of North Carolina at Charlotte,Management Information System,2017,Fall,Reject,310,TOEFL,0,7.3,CGPA,2
BhavAce,University of North Carolina at Charlotte,Management Information System,2018,Fall,Reject,312,TOEFL,113,10,CGPA,0
shiv2307,University of North Carolina at Charlotte,Management Information System,2018,Spring,Reject,302,TOEFL,83,6.3,CGPA,45
sashankmadhu,University of North Carolina at Charlotte,Management Information System,2018,Spring,Reject,293,IELTS,7,6.1,CGPA,0
Shreya0110,University of North Carolina at Charlotte,Management Information System,2018,Spring,Reject,303,TOEFL,93,0.64,%,2
RPC,University of North Carolina at Charlotte,Management Information System,2017,Fall,Reject,295,TOEFL,91,7.19,CGPA,21
Garvvson,University of North Carolina at Charlotte,Management Information System,2017,Fall,Reject,297,TOEFL,83,6.15,CGPA,1
arshuuu,University of North Carolina at Charlotte,Management Information System,2017,Fall,Reject,310,TOEFL,90,6.5,CGPA,18
Riazudeen,University of North Carolina at Charlotte,Management Information System,2017,Fall,Reject,305,TOEFL,90,6.89,CGPA,19
iamygs,University of North Carolina at Charlotte,Management Information System,2017,Fall,Reject,305,TOEFL,101,7.4,CGPA,0
Niroop,University of North Carolina at Charlotte,Management Information System,2017,Spring,Reject,313,TOEFL,90,0.59,%,18
sanhith,University of North Carolina at Charlotte,Management Information System,2017,Spring,Reject,300,IELTS,6.5,7.4,CGPA,16
Ronza3490,University of North Carolina at Charlotte,Management Information System,2017,Spring,Reject,290,TOEFL,86,8.25,CGPA,48
shanmuk91,University of North Carolina at Charlotte,Management Information System,2016,Fall,Reject,300,TOEFL,84,0.62,%,42
impratikk,University of North Carolina at Charlotte,Management Information System,2016,Fall,Reject,307,TOEFL,93,0.6,%,30
sulagna1994,University of North Carolina at Charlotte,Management Information System,2019,Spring,Interested,302,TOEFL,106,8.39,CGPA,24
shadeslayer12345,University of North Carolina at Charlotte,Management Information System,2017,Fall,Interested,309,TOEFL,93,0.59,%,36
priyabalaji,University of North Carolina at Charlotte,Management Information System,2019,Fall,Interested, ,IELTS,7.5,7.35,CGPA,0
teja129,University of North Carolina at Charlotte,Management Information System,2019,Spring,Interested,296,TOEFL,90,0.64,%,0
Shehnaz,University of North Carolina at Charlotte,Management Information System,2019,Spring,Interested,296,TOEFL,86,0.75,%,36
nidhipriya1993,University of North Carolina at Charlotte,Management Information System,2019,Spring,Interested,298,TOEFL,90,9.12,CGPA,24
MVPAVANKUMARREDDY,University of North Carolina at Charlotte,Management Information System,2019,Spring,Interested,290,IELTS,7,0.76,%,8
vasantp1996,University of North Carolina at Charlotte,Management Information System,2018,Fall,Interested,309,TOEFL,104,0.7,%,0
diviraj,University of North Carolina at Charlotte,Management Information System,2019,Spring,Interested,303,TOEFL,103,9,CGPA,2
shivasubbu,University of Pennsylvania,Management Information System,2016,Spring,Applied, ,IELTS,5.5,0.6,%,0
sacharan,University of Pennsylvania,Management Information System,2016,Spring,Applied,290,TOEFL,80,6,CGPA,0
akshat91,University of Pennsylvania,Management Information System,2017,Fall,Applied,311,IELTS,7.5,0.6,%,55
shubhamvijan,University of Pennsylvania,Management Information System,2016,Fall,Applied,301,IELTS,7,6.35,CGPA,10
aagam5195,University of Pennsylvania,Management Information System,2016,Fall,Admit,317,TOEFL,104,8,CGPA,10
dhavalshroff.stupidsid,University of Pennsylvania,Management Information System,2013,Fall,Admit,317,TOEFL,108,0.64,%,0
sowmyan88,University of Pennsylvania,Management Information System,2019,Spring,Interested,310,IELTS,7.5,9.5,CGPA,24
VAP34120,University of Pennsylvania,Management Information System,2019,Spring,Interested,315,IELTS,8,7.02,CGPA,4
vivekku9944,University of Pennsylvania,Management Information System,2018,Fall,Interested,293,TOEFL,82,0.55,%,22
shashi284,University of Pennsylvania,Management Information System,2016,Fall,Interested,315,TOEFL,104,8.54,CGPA,30
diviraj,University of Pennsylvania,Management Information System,2019,Spring,Interested,303,TOEFL,103,9,CGPA,2
priyabalaji,University of Pennsylvania,Management Information System,2019,Fall,Interested, ,IELTS,7.5,7.35,CGPA,0
shaileshbh1984,University of Pennsylvania,Management Information System,2018,Fall,Interested, ,IELTS,0,0.55,%,124
pullu03,University of Pennsylvania,Management Information System,2018,Fall,Interested,314,TOEFL,103,7.3,CGPA,32
Divij Kishore,University of Pennsylvania,Management Information System,2019,Spring,Interested,290,TOEFL,91,7.3,CGPA,48
varsha1507,University of Texas at Arlington,Management Information System,2018,Fall,Applied,289,TOEFL,94,0.7,%,30
Nikhita Methwani,University of Texas at Arlington,Management Information System,2018,Fall,Applied,292,TOEFL,82,0.66,%,44
Sr7,University of Texas at Arlington,Management Information System,2018,Fall,Applied,307,IELTS,7,5.87,CGPA,9
Jayantmandhare,University of Texas at Arlington,Management Information System,2018,Fall,Applied,294,TOEFL,89,0.58,%,34
Kaavya48,University of Texas at Arlington,Management Information System,2018,Fall,Applied,292,TOEFL,102,7.32,CGPA,0
preranaS,University of Texas at Arlington,Management Information System,2018,Fall,Applied,298,TOEFL,0,7.12,CGPA,1
bhumiii3,University of Texas at Arlington,Management Information System,2018,Fall,Applied,297,TOEFL,98,6.08,CGPA,0
JohailSherieff,University of Texas at Arlington,Management Information System,2018,Fall,Applied,295,TOEFL,80,6.06,CGPA,10
